BRAND,PRODUCT SKU,PRODUCT NAME,Shop Name,PRODUCT LINK,Note,BUNDLE LINK,Comment,Price,Price_Bundle
Unimig,U11006K,VIPER 165,HARE AND FORBES,https://www.machineryhouse.com.au/w2442,,,,,
Unimig,KUMJRVM185,VIPER 185,HARE AND FORBES,https://www.machineryhouse.com.au/w243,,,,879.00,
Unimig,KUMJRVM185,VIPER 185,HARE AND FORBES,https://www.machineryhouse.com.au/w243,,,,879.00,
Unimig,U11011,VIPER 195,HARE AND FORBES,https://www.machineryhouse.com.au/w2431,,,,"1,122.00",
Unimig,U11011,VIPER 195,HARE AND FORBES,https://www.machineryhouse.com.au/w2431,,,,"1,122.00",
Unimig,U11003K,RAZOR 200 PULSE,HARE AND FORBES,https://www.machineryhouse.com.au/w194,,,,2699.00,
Unimig,U11004K,RAZOR 230,HARE AND FORBES,https://www.machineryhouse.com.au/w168,,,,"2,266.00",
Unimig,U11007K,RAZOR MULTI 175,HARE AND FORBES,https://www.machineryhouse.com.au/w1771,,,,"1,166.00",
Unimig,U11012,RAZOR MULTI 200 PFC,HARE AND FORBES,,,,,,
Unimig,U11008K,RAZOR MULTI 220,HARE AND FORBES,https://www.machineryhouse.com.au/w1786,,,,"1,485.00",
Unimig,U11009K,RAZOR MULTI 250,HARE AND FORBES,https://www.machineryhouse.com.au/w1791,,,,"2,057.00",
Unimig,U11010K,RAZOR COMPACT 250,HARE AND FORBES,https://www.machineryhouse.com.au/w1821,,,,"2,266.00",
Unimig,KUMJR350K-SG,RAZOR COMPACT 350 (OLD),HARE AND FORBES,https://www.machineryhouse.com.au/w183,,,,3445.00,
Unimig,KUMJR250SWF,RAZOR 250 SWF,HARE AND FORBES,https://www.machineryhouse.com.au/w186,,,,4235.00,
Unimig,KUMJR350SWF,RAZOR 350 SWF,HARE AND FORBES,https://www.machineryhouse.com.au/w187,,,,"4,675.00",
Unimig,KUMJRRW500SWF,RAZOR 500 SWF,HARE AND FORBES,https://www.machineryhouse.com.au/w253b,,,,"5,509.00",
Unimig,U12004,RAZOR TIG 200 ACDC WATER COOLER,HARE AND FORBES,,,,,,
Unimig,U12002K,RAZOR TIG 200 ACDC,HARE AND FORBES,https://www.machineryhouse.com.au/w1722,,,,"1,815.00",
Unimig,U12003K,RAZOR TIG 220 DC,HARE AND FORBES,https://www.machineryhouse.com.au/w1636,,,,"1,485.00",
Unimig,KUMJRRW320ACDC,RAZOR 320 ACDC,HARE AND FORBES,https://www.machineryhouse.com.au/w176,,,,"3,490.00",
Unimig,U31006,VIPER ARC 140,HARE AND FORBES,https://www.machineryhouse.com.au/W165?utm_source=google&utm_medium=shopping&utm_campaign=MHAU_Google_16June2023_PerformanceMax_BAU&utm_content=W165&gad_source=1&gclid=Cj0KCQiAqL28BhCrARIsACYJvkeCorjxmjij3reAQnvuB_xEi17UOQj6zfnBWnq-OsBfBW7Gk1-VF_saAtmoEALw_wcB,,,,239.00,
Unimig,U13002K,RAZOR ARC 160 PFC,HARE AND FORBES,,,,,,
Unimig,KUMJRRW180CA,RAZOR ARC 180,HARE AND FORBES,https://www.machineryhouse.com.au/w1645,,,,,
Unimig,U13005,NEW RAZOR ARC 180,HARE AND FORBES,https://bilba.com.au/products/unimig-razorweld-arc-180-dc-welding-machine?srsltid=AfmBOoqxB9-Z5cw4l9fRnhQyrrHDhgilWlqmjtjfZMe_D0J8ZVex0GIQ,,,,,
Unimig,U13003K,RAZOR ARC 200 PFC,HARE AND FORBES,https://www.machineryhouse.com.au/w167,,,,,
Unimig,U13004,RAZOR ARC 140,HARE AND FORBES,,,,,,
Unimig,U14005K,VIPER CUT 30 MK 2,HARE AND FORBES,https://www.machineryhouse.com.au/c4212,,,,709.00,
Unimig,U14001K,RAZOR CUT 40,HARE AND FORBES,https://www.machineryhouse.com.au/c4203,,,,"1,870.00",
Unimig,U14006K,RAZOR CUT 45,HARE AND FORBES,https://www.machineryhouse.com.au/c4231,,,,"1,562.00",
Unimig,U14007,RAZOR CUT 45 PLASMA CUTTER AIR COMPRESSOR,HARE AND FORBES,,,,,,
Unimig,KUPJRRW80,RAZOR CUT 80,HARE AND FORBES,https://www.machineryhouse.com.au/c429,,,,"2,112.00",
Unimig,U14004K,RAZOR CUT 120,HARE AND FORBES,https://www.machineryhouse.com.au/c431,,,,"3,927.00",
Unimig,U14004K,RAZOR CUT 160,HARE AND FORBES,,,,,,
Unimig,KUM27,WORKSHOP 270,HARE AND FORBES,https://www.machineryhouse.com.au/w250,,,,"3,704.00",
Unimig,KUM270SWF,WORKSHOP 270 SWF,HARE AND FORBES,https://www.machineryhouse.com.au/w249,,,,"4,920.00",
Unimig,KUM390,WORKSHOP 390,HARE AND FORBES,https://www.machineryhouse.com.au/w252,,,,"4,245.00",
Unimig,KUM390SWF,WORKSHOP 390 SWF,HARE AND FORBES,https://www.machineryhouse.com.au/w253,,,,"5,366.00",
KUM390S/D,WORKSHOP 390 SWF DUAL VOLTAGE,WORKSHOP 390 SWF,HARE AND FORBES,,,,,,
KUM390S/D,KUM425SWF,WORKSHOP 425 SWF,HARE AND FORBES,https://www.machineryhouse.com.au/w253a,,,,"5,765.00",
KUM390S/D,U11119,EVOLVE MULTI 400,HARE AND FORBES,,,,,,
